state_fips,state_abb,year,month,epop_all,urate_all,epop_prime,emp_overall_sa,emp_private_sa,emp_overall_nsa,emp_private_nsa,cases_level,deaths_level,cases_rate,deaths_rate,vax_rate,vax_1864_rate,quit_level_sa,quit_level_nsa,quit_rate_sa,quit_rate_nsa
30,MT,2021,7,0.6147398890617043,0.030048812227626318,0.8350506418653817,484,394.4,492.5,407,114866.3870967742,1684.5483870967741,0.10733942462387426,0.0015741633317822102,43.674193548387095,45.70387058696604,15,17,3.1,3.4
30,MT,2021,8,0.6138131165594202,0.03077933851879503,0.8413893757218942,481.8,391.7,490.8,404.5,121128.87096774194,1744.9032258064517,0.11319154056845983,0.0016305632397457597,45.1,47.25594359439752,16,21,3.3,4.3
30,MT,2021,9,0.6199664492806528,0.016872618445542772,0.8324801947376103,481.6,391.3,486.7,395.7,128216,1803,0.11981426434157569,0.0016848530496027091,46,48.251819791461735,NA,NA,NA,NA
31,NE,2020,1,0.6765550570682896,0.03062586093697881,0.8643278516067299,1033.9,858.1,1016.7,842.3,NA,NA,NA,NA,NA,NA,27,27,2.6,2.7
31,NE,2020,2,0.6841362197719755,0.03127584281514916,0.8626649174472991,1032.4,857.2,1018.5,842.9,11.615384615384615,0,6.0103274939883786e-6,0,NA,NA,26,21,2.5,2
31,NE,2020,3,0.6750264827388043,0.043908950109434235,0.8419188284223645,1026.2,851.6,1017.3,841.7,54.25806451612903,0.41935483870967744,2.8075586623274918e-5,2.1699323787311174e-7,NA,NA,23,20,2.2,1.9
31,NE,2020,4,0.646169250881696,0.07896617277493206,0.8170384592204736,937,769.4,937.2,767.8,1497.2,28.866666666666667,7.747192729271007e-4,1.4936924266516814e-5,NA,NA,10,9,1.1,1
31,NE,2020,5,0.672873608460927,0.05017375895384328,0.839298368249521,945.9,785.9,954.4,790.4,9856.741935483871,123.90322580645162,0.0051003259054823195,6.411315589774017e-5,NA,NA,14,17,1.5,1.8
31,NE,2020,6,0.6637488018203086,0.07064366968665763,0.8255720391689673,964.8,803.5,972.4,810.5,16935.6,230.86666666666667,0.008763248543003078,1.1946089777124187e-4,NA,NA,19,20,2,2
31,NE,2020,7,0.6905384990330165,0.05285057832834642,0.8432481976000679,977.3,811.9,976.5,818.5,22307.387096774193,305.4516129032258,0.011542855137935007,1.5805453610926885e-4,NA,NA,29,31,3,3.2
31,NE,2020,8,0.676612121827829,0.0376433034448038,0.8453560914032086,985.9,817.4,985.5,823.8,30303.09677419355,367.80645161290323,0.015680198437311513,1.903197614022477e-4,NA,NA,22,28,2.2,2.9
31,NE,2020,9,0.656290702357496,0.03802163159744702,0.8411471779419817,989.3,819.7,990.9,821.5,39557.5,450.6333333333333,0.020468846940164164,2.3317815145385777e-4,NA,NA,24,24,2.4,2.5
31,NE,2020,10,0.6713774341957894,0.02615899348191468,0.8456584036581892,993.8,826.5,1000.2,830.3,56865.41935483871,561.0645161290323,0.029424750425644755,2.903202604866948e-4,NA,NA,25,27,2.5,2.7
31,NE,2020,11,0.6681506567576136,0.030704156973943544,0.8560985145829157,993.3,825.8,999.4,828.9,100370.56666666667,835.7333333333333,0.051936289360994585,4.32446380150242e-4,NA,NA,25,21,2.5,2.1
31,NE,2020,12,0.6632211933555554,0.03243648537751593,0.855899817215917,998.3,830.2,1003,832.7,151821.16129032258,1435.1935483870968,0.07855916356517954,7.426343189394319e-4,0,0,24,20,2.4,1.9
31,NE,2021,1,0.6708349357726315,0.035817185624784025,0.8361210394075217,999.3,833.5,984.2,818.6,181542.67741935485,1887.225806451613,0.0939384257651361,9.765363375791176e-4,0,0,26,26,2.6,2.6
31,NE,2021,2,0.6524293042114164,0.045740986180973706,0.8121553971099129,1002.1,834.4,986.8,818.3,197218.2857142857,2126.9285714285716,0.10204969737944206,0.0011005694338932807,0,0,28,25,2.8,2.5
31,NE,2021,3,0.6592993380620343,0.046546655127282725,0.8281613929558865,1007.2,839.3,999.1,829.8,205632.5483870968,2243.064516129032,0.10640361900654453,0.0011606634458082173,12.154838709677419,10.521428243696803,29,26,2.9,2.6
31,NE,2021,4,0.65847743594762,0.03706718154580221,0.8362517144595054,1006.8,838.1,1007.4,836.5,215536.1,2329.4666666666667,0.11152816636490975,0.001205371842310925,25.973333333333333,24.32307997237364,17,17,1.7,1.7
31,NE,2021,5,0.67757648588475194,0.034484592775798156,0.8531160306170696,1003.8,835.4,1013.3,840.9,222184.4516129032,2390.2258064516127,0.11496832541360873,0.0012368113805141508,38.74193548387097,43.225676324597956,23,26,2.3,2.5
31,NE,2021,6,0.700882733358358,0.026583746144874732,0.8562470690765354,1009.9,840.1,1019,849.1,224253.73333333334,2515.4666666666667,0.11603906574885649,0.0013016166892014145,44.766666666666666,50.951194304522694,28,32,2.8,3.1
31,NE,2021,7,0.693430162223529,0.016211475664400975,0.8603252465485882,1014.4,843.5,1014.3,851.8,226074.25806451612,2534.3870967741937,0.11698108792096959,0.0013114069789799151,48.60967741935484,55.093533298559564,30,32,3,3.2
31,NE,2021,8,0.6824316146481363,0.0217179549439445,0.8467666672976053,1017.1,847.9,1018.6,856.5,235163,2565.8709677419356,0.1216840157489686,0.0013276981636079273,50.63225806451613,57.30487292153428,33,38,3.2,3.7
31,NE,2021,9,0.6839700677509242,0.016718685236395622,0.8667374134465,1017.7,848.2,1019.5,850,245111,2594,0.1268315627213696,0.0013422534023329543,52.1,58.90142436410913,NA,NA,NA,NA
32,NV,2020,1,0.6223822570959273,0.041732787059094716,0.808500528592932,1441,1274.1,1424.9,1260.4,NA,NA,NA,NA,NA,NA,40,38,2.8,2.7
32,NV,2020,2,0.6193280469612227,0.0434688447877214,0.8087846747093411,1442.8,1275.9,1434.1,1264.3,NA,NA,NA,NA,NA,NA,39,29,2.7,2
32,NV,2020,3,0.5976203151345398,0.06576690633638457,0.7720692389999496,1431,1263.7,1426.2,1255.4,254.03703703703704,4.555555555555555,8.219212521310607e-5,1.4739220587858354e-6,NA,NA,44,44,3.1,3.1
32,NV,2020,4,0.42282426214607405,0.29731806089293883,0.5761566608187201,1112.4,953.5,1113.9,953.8,3255.3333333333335,134.3,0.001053243133617254,4.345194127937657e-5,NA,NA,20,24,1.8,2.2
32,NV,2020,5,0.4388165390298517,0.2620115042612363,0.5894500373159061,1105.7,949.7,1109.8,951.9,6877.322580645161,344.4516129032258,0.002225115539341207,1.1144520668248337e-4,NA,NA,36,35,3.3,3.2
32,NV,2020,6,0.5156635368963937,0.15848577841877137,0.6726540771072754,1197.3,1044.4,1194.7,1046.9,12192.733333333334,466.93333333333334,0.003944884086635125,1.5107341609369744e-4,NA,NA,34,37,2.8,3.1
32,NV,2020,7,0.518426400483587,0.15951688608995426,0.6748851810177491,1235,1080.7,1224.9,1079.7,32734.354838709678,640.4516129032259,0.01059099973395301,2.0721419118505571e-4,NA,NA,40,45,3.2,3.7
32,NV,2020,8,0.5343404312273876,0.1472419366014345,0.6921297918196161,1247.1,1089.1,1241.9,1090.8,60576.93548387097,1076.8064516129032,0.019599295930973523,3.4839412289454743e-4,NA,NA,25,37,2,2.9
32,NV,2020,9,0.5456413124421264,0.1314955468324091,0.7323060419334054,1265.2,1106,1268.5,1106,74580.9,1480.3333333333333,0.02413019275772938,4.789527704683826e-4,NA,NA,39,38,3.1,3
32,NV,2020,10,0.5548306562019516,0.1078877335193639,0.7198726333125403,1267.2,1108.5,1280.1,1118,89570.45161290323,1696.7096774193549,0.028979970244609913,5.489600094666848e-4,NA,NA,33,30,2.6,2.3
32,NV,2020,11,0.5489242206820335,0.0858109339402234,0.7105255133318356,1273.4,1115,1286.8,1124.3,123944.1,1943.9666666666667,0.040101353351639446,6.28958491802423e-4,NA,NA,38,32,3,2.5
32,NV,2020,12,0.5448728809249169,0.07807788900481091,0.7056735512104741,1277.5,1120.5,1287.3,1126.2,192843.2258064516,2644.1935483870966,0.06239324291785176,8.555126045854244e-4,0,0,34,31,2.7,2.4
32,NV,2021,1,0.5500039784824202,0.09410247268955668,0.7121591761627836,1286.9,1125.7,1270.2,1111.2,256949.93548387097,3712.7096774193546,0.08313457563949933,0.0012012244444571775,0,0,43,42,3.3,3.3
32,NV,2021,2,0.5637958925405555,0.08984202363237952,0.7334336707925793,1291.5,1132.9,1281.7,1120.1,287695.8214285714,4692.928571428572,0.09308221845894485,0.0015183682555027762,0,0,42,32,3.3,2.5
32,NV,2021,3,0.5629010331570973,0.08391681995123945,0.7326870588273791,1300.2,1140.9,1293.7,1131.2,299373.4516129032,5124.774193548387,0.09686044408107337,0.0016580892578416152,10.735483870967743,8.632153247331834,42,43,3.2,3.3
32,NV,2021,4,0.5582310452724696,0.09964153459227065,0.7233526190704109,1308.2,1147.8,1309.8,1146.7,309623.4,5358.966666666666,0.10017675201430323,0.001733860796114195,22.413333333333334,20.680057530389846,58,64,4.4,4.9
32,NV,2021,5,0.5620780132843769,0.08920928464177189,0.7037256435602395,1320.6,1159.7,1328.5,1165,320406.1612903226,5530.096774193548,0.10366544829439728,0.0017892288927887404,33.2,35.58365154393364,79,78,6,5.9
32,NV,2021,6,0.5483579186194061,0.09908606689508216,0.696449492337437,1331.1,1170.5,1334.4,1178.2,328365.8,5634.366666666667,0.1062407405789688,0.0018229647769655748,39.41,43.82701937129208,43,51,3.2,3.8
32,NV,2021,7,0.5301280805234624,0.10237297273908733,0.6810271348453094,1338.5,1177.5,1334.6,1183,343543.67741935485,5768.580645161291,0.11115144972544223,0.0018663888865144945,43.229032258064514,48.38268039617035,42,47,3.1,3.5
32,NV,2021,8,0.5416392067714545,0.06888418747163848,0.7333558764527931,1344.9,1183.3,1343.7,1190.2,373784.29032258067,6193.612903225807,0.12093561455137913,0.0020039054667025822,46.012903225806454,51.642176386331904,47,64,3.5,4.7
32,NV,2021,9,0.5486516315423379,0.05715663974625696,0.7582191705372107,1349.3,1187,1356.6,1191.9,392052,6539,0.12684601997365705,0.0021156533434537853,48,53.89623353643857,NA,NA,NA,NA
33,NH,2020,1,0.6726962100755615,0.032355477090101045,0.8735908793345,687.2,597.1,673.9,584.7,NA,NA,NA,NA,NA,NA,12,12,1.7,1.8
33,NH,2020,2,0.6570421947400887,0.031214533735738133,0.8621537366533643,689,598.2,683.5,589.4,NA,NA,NA,NA,NA,NA,14,11,2,1.6
33,NH,2020,3,0.6507680706902923,0.023794129815960095,0.8576100815250206,681.9,592.6,676.6,583.5,74.4,0.5666666666666667,5.4674404368661275e-5,4.164269149942839e-7,NA,NA,10,9,1.5,1.3
33,NH,2020,4,0.5400896040327665,0.15603533420198257,0.7401388926661726,572.6,490.1,569.8,484,1226.5,33.63333333333333,9.013193139538045e-4,2.471616218995485e-5,NA,NA,8,8,1.4,1.4
33,NH,2020,5,0.5735147641196975,0.12760230744874906,0.7365860625000318,589.8,507,594,508.4,3516.4193548387098,164.03225806451613,0.0025841147007558954,1.2054255385650477e-4,NA,NA,7,7,1.2,1.2
33,NH,2020,6,0.6013787821442537,0.10576616951719166,0.7663788566737981,610.6,527,615.1,534,5325.7,319.1,0.0039137026256206905,2.344973445435459e-4,NA,NA,11,12,1.8,2
33,NH,2020,7,0.6264509361911014,0.08129167889897623,0.8016874112076543,624.3,539,624.7,550.6,6160.870967741936,395.03225806451616,0.004527445571955216,2.9029776096888054e-4,NA,NA,12,11,1.9,1.8
33,NH,2020,8,0.6338380975457873,0.0575438778050189,0.8401937449543445,636.7,549.6,636,558.7,6965.645161290323,424.06451612903226,0.005118850809637042,3.116327262532176e-4,NA,NA,11,15,1.7,2.3
33,NH,2020,9,0.624146224926961,0.057200858103581824,0.8353604802739549,646,560.2,646.4,560,7769.4,436,0.005709506952982217,3.2040376753677847e-4,NA,NA,11,14,1.7,2.2
33,NH,2020,10,0.6262938302800892,0.04521972842835417,0.8330119763033115,642.7,559.8,648.7,561.6,9579,461.7096774193548,0.007039329562465139,3.392970645719081e-4,NA,NA,13,13,2,2
33,NH,2020,11,0.6412089073132449,0.03778133700866314,0.8425848443630819,644.8,562,648.6,561.3,15268,501,0.01122001083199893,3.6817038425671105e-4,NA,NA,14,12,2.2,1.9
33,NH,2020,12,0.6328629540955668,0.03745612297460438,0.8237669690139816,639.3,559.9,642.5,558.3,32964.67741935484,628.9354838709677,0.02422478633210059,4.6218646460969e-4,0,0,13,10,2,1.5
33,NH,2021,1,0.6282534585417623,0.04710113798564121,0.8283123050480515,648.3,564,636.3,552.8,55974.032258064515,911.8387096774194,0.04113369454061707,6.70083848547064e-4,0,0,12,12,1.9,1.8
33,NH,2021,2,0.6402802503883893,0.03714281423936266,0.8560099849784071,652.8,568.1,644.8,556.5,70920.96428571429,1127.857142857143,0.052117761822211395,8.288295362722366e-4,0,0,14,11,2.1,1.7
33,NH,2021,3,0.6122054550126264,0.04705986902983573,0.8240556347411089,657.7,572.7,647.8,558.8,79377.70967741935,1204.516129032258,0.05833237898872881,8.851640041301648e-4,11,9.367936904389012,15,14,2.3,2.1
33,NH,2021,4,0.612749624128557,0.040363589460438755,0.8368820932768161,657.3,572.3,649.5,562,90269.66666666667,1266.9,0.0663365626015806,9.310081034228088e-4,25.533333333333335,20.816112418632255,15,15,2.3,2.3
33,NH,2021,5,0.6131678460239044,0.03315071387481694,0.8398640025107066,656.6,571.1,658,570.6,97392.25806451614,1329.9032258064517,0.07157074865317697,9.773073486415186e-4,37.332258064516125,36.00683270088912,13,14,2,2.1
33,NH,2021,6,0.6089472909047773,0.03990059006804554,0.8068193915707595,653.9,569.9,661.9,582.1,99158.06666666667,1363.1333333333334,0.07286839023317213,0.001001727191869191,53.25,57.30508931074062,17,19,2.6,2.9
33,NH,2021,7,0.6301166229286579,0.05035686879256822,0.8325986363909801,660.2,573.2,665.6,589.8,99951.03225806452,1379.8387096774193,0.07345111767127052,0.0010140034889305784,57.44838709677419,61.46148106357311,19,19,2.9,2.8
33,NH,2021,8,0.6440145459317309,0.028845798448958727,0.8487629263737428,659.6,572.8,665.8,588.6,103725.16129032258,1397.967741935484,0.07622461574720038,0.0010273259894747978,58.9741935483871,63.25372204065434,17,21,2.6,3.2
33,NH,2021,9,0.6182596804337311,0.045172447483470435,0.826135385845107,661.7,575.1,664,576.1,108021,1420,0.07938150314928978,0.0010435168575739116,59.7,64.15176327447139,NA,NA,NA,NA
34,NJ,2020,1,0.6171623449073841,0.04294465797888507,0.832899169322233,4227.1,3621.5,4147.1,3545.2,NA,NA,NA,NA,NA,NA,78,78,1.8,1.9
34,NJ,2020,2,0.6235329444355328,0.039423793038959445,0.8393413814598513,4229.6,3623.9,4158.3,3543,NA,NA,NA,NA,NA,NA,69,48,1.6,1.2
34,NJ,2020,3,0.6209847004454411,0.03748071136250369,0.8411958598349002,4197.2,3592.3,4145,3530.3,3304.785714285714,41.607142857142854,3.71689328358902e-4,4.679556352671675e-6,NA,NA,86,73,2,1.8
34,NJ,2020,4,0.518473610107054,0.16368052042294373,0.6842472352525109,3512.4,2936.2,3490.6,2903.5,72887.83333333333,3423.6,0.008197696358977923,3.85052373916042e-4,NA,NA,63,60,1.8,1.7
34,NJ,2020,5,0.5296634391743182,0.15275552739394446,0.7135059299093516,3519.2,2950.6,3538.2,2962.9,144209.1935483871,9965.645161290322,0.01621921144886214,0.0011208363497370475,NA,NA,72,67,2,1.9
34,NJ,2020,6,0.53853430403624,0.1605359408098555,0.7018699004405062,3574.8,3012.7,3651.2,3077.4,167376.96666666667,12960.7,0.018824891445807405,0.0014576902391090214,NA,NA,73,70,2,1.9
34,NJ,2020,7,0.5663137169972241,0.133083872871204,0.719254603241822,3704.4,3153.7,3713,3192.4,178317.09677419355,15563.258064516129,0.020055328140764057,0.0017504000068962265,NA,NA,81,94,2.2,2.5
34,NJ,2020,8,0.5809831336433032,0.10681409965266943,0.746728958604798,3775.2,3207.8,3768.2,3237.1,189005.70967741936,15901.354838709678,0.021257476689734947,0.0017884257591793734,NA,NA,69,82,1.8,2.2
34,NJ,2020,9,0.5746182823051091,0.07379704747457341,0.7704682998173398,3860.5,3269.5,3861.8,3281.9,199840.36666666667,16042.6,0.022476050820555052,0.001804311605849251,NA,NA,90,113,2.3,2.9
34,NJ,2020,10,0.5884148646717678,0.07256152605701889,0.7800988653202432,3862.5,3287.6,3883.9,3302.3,221138.32258064515,16217.064516129032,0.024871432431793697,0.0018239336341526735,NA,NA,107,119,2.8,3.1
34,NJ,2020,11,0.5766602750247132,0.09827729263065314,0.7755922488271547,3871,3302,3902,3320.6,284877.13333333336,16623.166666666668,0.03204013800221896,0.0018696079527403958,NA,NA,85,77,2.2,2
34,NJ,2020,12,0.5787959082578077,0.07290337376092956,0.776504549550256,3864.9,3296.8,3900.2,3319.7,414468.48387096776,17981.16129032258,0.046615280297902476,0.0020223416405555413,0,0,71,59,1.8,1.5
34,NJ,2021,1,0.5797933596430455,0.0760060924959181,0.7660967698304745,3865.7,3298.8,3790,3224.6,612398.3225806452,20338.709677419356,0.06887645399342199,0.002287495164061076,0,0,82,85,2.1,2.2
34,NJ,2021,2,0.5736740414452104,0.08418572186822877,0.7601474454546078,3876.5,3311,3806.5,3232.6,745829.8571428572,22455.928571428572,0.08388350187823333,0.00252561882372872,0,0,88,66,2.3,1.7
34,NJ,2021,3,0.594520759822281,0.07582209186521241,0.7685283805063957,3896.9,3330.5,3845.6,3268.7,847534.8387096775,23948.16129032258,0.09532226358853578,0.0026934502733271916,11.835483870967742,11.254716374880982,75,65,1.9,1.7
34,NJ,2021,4,0.5806266417404378,0.06896658571515456,0.7797996053980966,3901.8,3334.4,3882.6,3303.5,964905.5,25051.733333333334,0.10852294467217125,0.002817569047409639,27.99,28.614376313625147,87,85,2.2,2.2
34,NJ,2021,5,0.5804869373699928,0.0644285821157627,0.7933767778655644,3919,3350.2,3937,3358.9,1010102.6451612903,25938.129032258064,0.11360626866988792,0.002917261992876381,43.55806451612903,49.26585149440061,101,101,2.6,2.6
34,NJ,2021,6,0.5833651017147756,0.07934877955679916,0.7664563388152226,3939.5,3369.2,4021.4,3438.8,1020103.2333333333,26348.366666666665,0.11473103506088039,0.00296340142943402,52.63,60.57934387279539,102,104,2.6,2.6
34,NJ,2021,7,0.5893553962419039,0.06592714304920073,0.786056541736298,3960.7,3392.9,3998,3458.6,1029180.4516129033,26531.677419354837,0.11575195001797307,0.002984018394174912,56.82258064516129,65.18968850318218,100,113,2.5,2.8
34,NJ,2021,8,0.5865036390001956,0.05752570121823367,0.7908867080368102,3979,3400.7,3994.3,3452.5,1063841.5483870967,26717.032258064515,0.11965028440149827,0.003004865257319551,59.84193548387097,68.74470997809765,103,119,2.6,3
34,NJ,2021,9,0.5845123129230797,0.05656512450293932,0.7895915919277835,4000.5,3412.6,4006.3,3429.4,1094249,26902,0.12307021121195673,0.0030256685836807344,61.6,70.76242346705656,NA,NA,NA,NA
35,NM,2020,1,0.5313526767379348,0.053555070688288395,0.7566869300303602,863.6,676.1,854.6,669.1,NA,NA,NA,NA,NA,NA,23,21,2.7,2.5
35,NM,2020,2,0.5380415231817524,0.05615823238857643,0.7678038513480916,861.9,674.1,858.6,668.2,NA,NA,NA,NA,NA,NA,22,17,2.6,1.9
35,NM,2020,3,0.5341349267559179,0.05953923057461209,0.7573278629514978,859.1,670.9,856.2,665,94.71428571428571,0.7619047619047619,4.510990282796226e-5,3.628750353179468e-7,NA,NA,16,14,1.9,1.6
35,NM,2020,4,0.497165350226998,0.10512602692274617,0.6980542227719847,758.3,575.4,761,575,1647.6333333333334,49.06666666666667,7.847240677819722e-4,2.3369152274475773e-5,NA,NA,12,12,1.6,1.5
35,NM,2020,5,0.5060200804210584,0.10028038198127726,0.6912584927435355,757.7,578.9,761,580.4,5741.677419354839,249.6451612903226,0.0027346087076865963,1.1889937069523669e-4,NA,NA,9,11,1.2,1.5
35,NM,2020,6,0.5141153516997086,0.09481505523813555,0.6923015174711361,774.1,594.4,769.4,595.4,9943.8,438.5,0.004735968268755411,2.0884592267033208e-4,NA,NA,14,18,1.8,2.3
35,NM,2020,7,0.48518649813961623,0.137715897503358,0.6522312298725755,779.2,601.4,770.5,603,16262.774193548386,564.9354838709677,0.00774552812230531,2.690637910564259e-4,NA,NA,20,23,2.6,3
35,NM,2020,8,0.4815657232303286,0.11165762812960675,0.6578456440321793,778.9,600.5,780.2,605.6,23285.774193548386,713.8709677419355,0.011090396799417607,3.3999781282925283e-4,NA,NA,19,26,2.4,3.4
35,NM,2020,9,0.5162797545773651,0.08705409846346422,0.6935002351646972,786.7,609.6,789,609.9,27189.266666666666,832.6333333333333,0.01294952675879066,3.9656117844030596e-4,NA,NA,18,17,2.3,2.1
35,NM,2020,10,0.513082941821285,0.07830695951335169,0.71227708127327,787.5,611.1,793.9,614.3,36501.8064516129,934.1612903225806,0.017384842525703482,4.449162522242356e-4,NA,NA,18,18,2.3,2.3
35,NM,2020,11,0.5245654298174973,0.06855963385318015,0.7277475955882713,785.6,610.4,791.8,612.8,69085.36666666667,1261.1333333333334,0.03290352826571996,6.006443662720899e-4,NA,NA,18,14,2.3,1.8
35,NM,2020,12,0.518621049619032,0.08330618481895537,0.7109418776973072,778.4,604.1,781.1,604.2,123004.7741935484,2039.5483870967741,0.05858391233593493,9.713828158130295e-4,0,0,24,20,3.1,2.5
35,NM,2021,1,0.5062185772929902,0.09523248115871848,0.694345104017175,777.8,605.5,767.6,597.8,161022.7741935484,2907,0.0766908776451269,0.0013845270175659185,0,0,18,16,2.3,2.1
35,NM,2021,2,0.525373105215694,0.06370988017645354,0.6956600026830736,783.6,611.5,778.8,604.5,180320.85714285713,3522,0.0858820428431132,0.001677435210136624,0,0,25,21,3.2,2.7
35,NM,2021,3,0.5181639565716621,0.07657910177617186,0.706250447899188,791.9,619.1,788.5,613.1,188660.61290322582,3858.935483870968,0.08985404737360217,0.0018379086468741541,15.935483870967742,16.097607033278912,21,19,2.7,2.4
35,NM,2021,4,0.5225576421337719,0.06931092031884911,0.7140608815182606,789.2,616.3,791.1,614.1,194653.96666666667,3998.8333333333335,0.09270852285049044,0.00190453828302139,30.876666666666665,32.49346394201026,21,22,2.7,2.8
35,NM,2021,5,0.5239249491532434,0.06848353252544888,0.7319134724608792,797.2,623.4,801.2,623.7,200751.4193548387,4146.193548387097,0.095612577884926,0.0019747220460266395,43.61290322580645,48.96599736251004,19,21,2.4,2.6
35,NM,2021,6,0.5205353283192096,0.07553442523845685,0.7195535365841657,800,625.6,803,631.8,204397.83333333334,4308.8,0.09734926817404049,0.0020521671872335842,50.873333333333335,57.70331144202499,23,28,2.9,3.5
35,NM,2021,7,0.53302786944022,0.07285438302967226,0.738156737818951,806.1,628.7,802.2,634.4,207417.2258064516,4376.1612903225805,0.09878732474633752,0.002084249583652475,55.97096774193548,63.17346459721,22,25,2.7,3.1
35,NM,2021,8,0.5330260898000161,0.052274187164456136,0.7543632571022175,810.7,636,813.2,641.7,220697.4193548387,4458.709677419355,0.10511232879389394,0.0021235651915616507,58.47741935483871,65.83002999145701,26,34,3.2,4.2
35,NM,2021,9,0.5190354813055466,0.06300824335727062,0.7318090971222478,811.6,638.2,814.8,640.1,233487,4531,0.11120366692480689,0.002157995155346122,60.1,67.53656094884118,NA,NA,NA,NA
36,NY,2020,1,0.5945072783794303,0.03517254573351691,0.7968757493369206,9831.2,8326.2,9647.2,8166.1,NA,NA,NA,NA,NA,NA,150,162,1.5,1.7
36,NY,2020,2,0.591820230514464,0.03686356914054599,0.7919514237913583,9835.1,8332.6,9727.1,8221.7,NA,NA,NA,NA,NA,NA,152,115,1.5,1.2
36,NY,2020,3,0.5801891027938427,0.04376628304368361,0.7749929314339594,9728.6,8227.1,9644.9,8135.5,14999.387096774193,256.2258064516129,7.706564322448527e-4,1.3164675634748228e-5,NA,NA,138,119,1.4,1.2
36,NY,2020,4,0.4744085656902208,0.16045040667344926,0.6496747041360823,7852.4,6414.9,7846.3,6397.4,210965.76666666666,14173.266666666666,0.010839251231811915,7.282110296984933e-4,NA,NA,101,93,1.3,1.2
36,NY,2020,5,0.4819880774642447,0.15347577573487436,0.6626054600461797,8011.3,6589.8,8047.1,6611.1,350014.93548387097,27551.225806451614,0.017983485569915292,0.0014155597990092967,NA,NA,105,111,1.3,1.4
36,NY,2020,6,0.5084712822632362,0.14913902545878052,0.6987432558691726,8223.8,6805,8301.8,6872.1,388560.9666666667,30615.866666666665,0.01996394961667096,0.0015730185789052473,NA,NA,119,131,1.4,1.6
36,NY,2020,7,0.5170676873641927,0.14724945114355614,0.7074946471995059,8361.8,7016.9,8368.6,7049.5,409364.0967741936,32111.645161290322,0.02103279769191265,0.001649870473629876,NA,NA,138,153,1.7,1.8
36,NY,2020,8,0.5331017003809233,0.12063338006860475,0.7203735107362427,8548.5,7156.7,8530.6,7170.5,429970.06451612903,32434.483870967742,0.02209151572355594,0.00166645766659885,NA,NA,135,195,1.6,2.3
36,NY,2020,9,0.5285972569398177,0.10124324418257469,0.7226617264166562,8747.2,7272.3,8720.4,7263,451188.73333333334,32651.6,0.023181713843129007,0.001677612918497029,NA,NA,123,134,1.4,1.5
36,NY,2020,10,0.528955870047887,0.08809744187858376,0.7154003110406191,8749.7,7301.1,8832.4,7371.1,486690.3870967742,32952.903225806454,0.025005760229264973,0.0016930936356440518,NA,NA,131,126,1.5,1.4
36,NY,2020,11,0.545695254420615,0.08126762718528784,0.7375066456482194,8753.6,7310.7,8865.3,7401,572134.2666666667,33574.86666666667,0.02939579796625048,0.0017250496164603047,NA,NA,131,103,1.5,1.2
36,NY,2020,12,0.5449788547030736,0.08093439503333691,0.7367412307630143,8723.3,7294.1,8797.9,7348.5,812909.0645161291,35665.45161290323,0.041766613219431606,0.001832462187759165,0,0,143,122,1.6,1.4
36,NY,2021,1,0.5304889432278326,0.09553314016378668,0.7350925036540883,8768.6,7327.2,8583.4,7167.8,1217612.4193548388,40385.87096774193,0.06255994574330506,0.002074993533555415,0,0,114,124,1.3,1.4
36,NY,2021,2,0.5341163613815547,0.09668287110657017,0.7315028529150598,8784.1,7350.2,8664.5,7228.2,1539257.9285714286,45399.392857142855,0.07908583303330942,0.002332584251585362,0,0,124,90,1.4,1
36,NY,2021,3,0.5475725426185827,0.08314370497162772,0.7513225728877652,8853,7417.1,8767.4,7321.8,1756602.8064516129,48565.74193548387,0.09025283786311734,0.002495268717838043,10.345161290322581,9.326870531009897,138,126,1.6,1.4
36,NY,2021,4,0.5531797437497612,0.07205632759281508,0.7529901617817638,8879.9,7441.6,8860.5,7412.3,1975131.6666666667,50873.3,0.10148067475200505,0.002613829193257755,26.79,26.755317327668536,152,154,1.7,1.7
36,NY,2021,5,0.5479422145228535,0.06290119724787085,0.7394665622428427,8878.4,7445.5,8924.4,7471.8,2080533,52364,0.10689611039457116,0.0026904201590175806,41.87741935483871,46.93008007456096,136,137,1.5,1.5
36,NY,2021,6,0.5602556148579226,0.06888635684547428,0.7631950832193755,8891.8,7452.6,8983.6,7536.3,2107942.533333333,52973,0.10830439014839562,0.0027217100886799766,50.60666666666667,57.80150466197565,164,180,1.8,2
36,NY,2021,7,0.5528405657184955,0.07897738541854347,0.741804883775975,8936.1,7491.4,8963.3,7543.1,2125293.2258064514,53180.06451612903,0.10919585475771866,0.0027323488968002646,55.725806451612904,63.63626925412781,199,222,2.2,2.5
36,NY,2021,8,0.5554642584491811,0.07293222513731697,0.761312034056836,8951.2,7510.1,8955,7547.3,2209131.9032258065,53514.096774193546,0.11350341850064137,0.002749511205272859,58.538709677419355,66.91163056195839,200,271,2.2,3
36,NY,2021,9,0.5572178989357536,0.05900607442049575,0.7687033177714129,8959.2,7524.9,8945.3,7529.2,2280354,53875,0.11716275248828156,0.0027680541224328194,60.3,68.92438509686876,NA,NA,NA,NA
37,NC,2020,1,0.5914582132964314,0.04290525481394586,0.7969497800628021,4623.5,3885.9,4579,3832.2,NA,NA,NA,NA,NA,NA,115,115,2.5,2.5
